0.575217	0.321702	0.0164812	0.15005	0.299236	-0.28979	0.00151839	-0.0221634	0.402295	0.235856	0.0249678	0.308847	0.290168	-0.114172	0.244736	0.250968	-0.21012	-0.179967	0.390961	0.28089	-0.0723228	0.105805	-0.106101	-0.245055	
0.321702	0.436831	-0.275039	0.451579	0.262398	-0.260401	-0.198029	-0.120992	0.278488	0.246852	0.0769563	0.261958	0.232674	-0.163733	0.231472	0.240276	-0.308649	-0.135884	0.0922983	0.00325003	-0.0568774	0.0729297	-0.0771182	-0.264141	
0.0164812	-0.275039	0.542805	-0.583784	-0.089173	0.0370203	0.249367	0.273227	0.0618811	-0.273206	-0.133138	-0.292479	-0.258637	0.216993	-0.252366	-0.259286	0.21408	0.173821	0.0585743	0.0951134	0.142148	0.120224	0.0671388	0.308717	
0.15005	0.451579	-0.583784	0.721712	0.176608	-0.120648	-0.272994	-0.299806	0.0828592	0.363252	0.132901	0.359698	0.323218	-0.202535	0.274559	0.278973	-0.319555	-0.147272	0.00869456	-0.100331	-0.072494	-0.0753748	-0.0192419	-0.329659	
0.299236	0.262398	-0.089173	0.176608	0.371991	-0.296703	-0.156485	-0.00359665	0.197831	-0.0685893	-0.0266841	0.067076	0.00464574	-0.219684	0.158069	0.209323	-0.114991	-0.303067	0.0988714	0.278661	-0.320106	-0.0122309	-0.266568	-0.219954	
-0.28979	-0.260401	0.0370203	-0.120648	-0.296703	0.388639	0.178575	-0.109109	-0.321921	-0.0982506	-0.104635	-0.209992	-0.166627	0.278806	-0.312972	-0.33906	0.259458	0.302804	-0.0250698	-0.125656	0.260355	-0.0992132	0.272285	0.339611	
0.00151839	-0.198029	0.249367	-0.272994	-0.156485	0.178575	0.297113	0.0807898	-0.0493308	-0.0777249	-0.160515	-0.122205	-0.101929	0.164838	-0.162924	-0.175955	0.20651	0.206133	0.0782452	0.0621988	0.257459	-0.146222	0.326099	0.21455	
-0.0221634	-0.120992	0.273227	-0.299806	-0.00359665	-0.109109	0.0807898	0.394608	0.117668	-0.101792	0.108479	-0.0715021	-0.0936016	0.165669	-0.149105	-0.139954	0.00266111	-0.00967285	-0.188577	0.054547	-0.0501918	-0.0879796	0.0309343	0.187383	
0.402295	0.278488	0.0618811	0.0828592	0.197831	-0.321921	-0.0493308	0.117668	0.419179	0.246061	0.116	0.271754	0.264517	-0.0953354	0.235833	0.22809	-0.285464	-0.110957	0.152858	0.0593099	-0.00469814	0.167491	-0.0757823	-0.213896	
0.235856	0.246852	-0.273206	0.363252	-0.0685893	-0.0982506	-0.0777249	-0.101792	0.246061	0.663016	0.33512	0.605272	0.636996	-0.053625	0.371396	0.31034	-0.389448	-0.0392773	0.176535	-0.180619	0.123801	0.126818	0.0378916	-0.324757	
0.0249678	0.0769563	-0.133138	0.132901	-0.0266841	-0.104635	-0.160515	0.108479	0.116	0.33512	0.406792	0.331201	0.338433	0.130975	0.0704771	0.0408024	-0.265047	-0.107843	-0.0304726	-0.0964314	-0.140709	0.124422	-0.204239	-0.0500814	
0.308847	0.261958	-0.292479	0.359698	0.067076	-0.209992	-0.122205	-0.0715021	0.271754	0.605272	0.331201	0.64644	0.643653	-0.206822	0.487175	0.454014	-0.389022	-0.241538	0.199716	-0.00685049	-0.0955591	0.0558729	-0.115904	-0.468693	
0.290168	0.232674	-0.258637	0.323218	0.00464574	-0.166627	-0.101929	-0.0936016	0.264517	0.636996	0.338433	0.643653	0.662358	-0.161559	0.467907	0.419785	-0.385367	-0.173605	0.231231	-0.06654	-0.020776	0.131855	-0.0979128	-0.435944	
-0.114172	-0.163733	0.216993	-0.202535	-0.219684	0.278806	0.164838	0.165669	-0.0953354	-0.053625	0.130975	-0.206822	-0.161559	0.735206	-0.653048	-0.689924	0.136369	0.392625	-0.00481332	-0.077117	0.257773	0.0320554	0.211646	0.713723	
