R
-0.154649	0.0501511	0.518809	-0.210204	0.0348702	0.00304818	0.483954	
-0.157524	0.013814	0.424047	-0.129908	0.451394	0.0814133	0.0689176	
0.202602	-0.0968088	0.142037	0.199797	-0.643477	0.10147	0.089069	
-0.184689	0.00297514	0.0980688	-0.236871	0.786826	-0.0508475	-0.0136639	
-0.171137	0.332643	0.38872	0.139384	0.174706	-0.0716081	0.160844	
0.301664	-0.261015	-0.466549	0.0755276	-0.00302889	-0.0524045	0.0581526	
0.129769	-0.32429	-0.0620439	0.0440592	-0.304232	-0.204369	0.187068	
0.173353	0.0910884	0.274284	-0.0494663	-0.406324	-0.179673	-0.284956	
-0.153252	-0.0150812	0.557511	-0.243371	-0.0642007	0.119071	0.0843619	
-0.176693	-0.160079	0.0594356	-0.743795	0.196318	0.0935598	0.0459609	
0.117329	0.257594	0.0356553	-0.523624	0.0353645	0.0859297	-0.206357	
-0.324117	0.0665712	0.105593	-0.700063	0.156182	-0.0379541	0.0994205	
-0.292631	0.00113904	0.0548717	-0.735461	0.120149	0.065623	0.118608	
0.835234	-0.108781	-0.0177024	-0.124889	-0.0943095	0.0276947	0.0136112	
-0.810773	0.0551541	0.0682573	-0.287171	0.0671578	0.0469174	0.0378618	
-0.832056	0.113808	0.0960264	-0.213426	0.0826305	-0.0100967	0.0393643	
0.187936	-0.0621748	-0.29707	0.39967	-0.21299	-0.170185	0.140805	
0.399131	-0.528129	-0.107646	0.0683255	-0.0477178	0.162735	-0.0421069	
-0.0482441	0.0249426	0.0453722	-0.176061	-0.0370887	0.160387	0.666395	
-0.0316489	0.367535	0.157579	0.133924	-0.129911	-0.336937	0.43293	
0.192722	-0.757261	-0.0314747	-0.0459877	-0.0449846	0.137007	0.00676184	
-0.000883621	0.0866282	0.0740239	-0.107923	-0.0886629	0.741378	0.0848543	
0.171396	-0.752314	-0.0167553	0.0237173	0.00479108	-0.341637	-0.0564379	
0.851298	-0.145301	-0.0626798	0.213788	-0.149537	-0.0351186	-0.0482199	
