1	0.314015	-0.0197691	0.139596	0.278592	-0.299039	0.0169939	-0.0510252	0.463439	0.228838	0.063647	0.286094	0.273298	-0.105396	0.252029	0.265589	-0.194506	-0.166549	0.392232	0.300411	-0.0745778	0.102078	-0.104799	-0.246718	
0.314015	1	-0.0479639	0.577658	0.236175	-0.153155	-0.192357	-0.0787023	0.219485	0.269344	0.0712842	0.283831	0.253258	-0.199125	0.237915	0.227563	-0.268367	-0.102176	0.0644298	-0.00318036	-0.115643	0.0565502	-0.119247	-0.288438	
-0.0197691	-0.0479639	1	-0.772027	-0.0716767	0.0881934	0.226802	0.224243	-0.00727264	-0.243539	-0.172437	-0.255984	-0.228855	0.2337	-0.238931	-0.264551	0.190419	0.183279	0.0339981	0.0846995	0.105475	0.0748206	0.0611814	0.321217	
0.139596	0.577658	-0.772027	1	0.172741	-0.102805	-0.241691	-0.242464	0.0837554	0.348573	0.154194	0.368818	0.313181	-0.213382	0.27326	0.288048	-0.275233	-0.120881	0.0266712	-0.0860699	-0.0562639	-0.0471606	-0.021414	-0.333603	
0.278592	0.236175	-0.0716767	0.172741	1	-0.283985	-0.052075	-0.0107306	0.109061	-0.080322	-0.00785235	0.0520686	0.0585808	-0.208534	0.177676	0.186414	-0.161262	-0.365892	0.0937203	0.211551	-0.296547	0.022794	-0.238707	-0.211786	
-0.299039	-0.153155	0.0881934	-0.102805	-0.283985	1	0.171569	-0.0265638	-0.284713	-0.113861	-0.0877672	-0.19513	-0.171261	0.244434	-0.300458	-0.332756	0.308784	0.321969	0.00582518	-0.175348	0.219	-0.117642	0.244107	0.327937	
0.0169939	-0.192357	0.226802	-0.241691	-0.052075	0.171569	1	0.0735152	-0.106907	-0.0941146	-0.165036	-0.121155	-0.0608035	0.165034	-0.159041	-0.194152	0.190711	0.187501	0.0151677	-0.0200584	0.215889	-0.0882361	0.28419	0.226207	
-0.0510252	-0.0787023	0.224243	-0.242464	-0.0107306	-0.0265638	0.0735152	1	0.124535	-0.147291	0.150747	-0.100884	-0.0850136	0.131889	-0.123014	-0.131215	0.0627773	0.0184383	-0.117093	0.0827236	-0.0289773	-0.0389275	0.0365878	0.168021	
0.463439	0.219485	-0.00727264	0.0837554	0.109061	-0.284713	-0.106907	0.124535	1	0.24802	0.104576	0.304511	0.204658	-0.118879	0.190744	0.241441	-0.209356	-0.115725	0.154587	0.0248473	-0.0340788	0.156813	-0.0835779	-0.21598	
0.228838	0.269344	-0.243539	0.348573	-0.080322	-0.113861	-0.0941146	-0.147291	0.24802	1	0.330079	0.641095	0.7065	-0.0220132	0.373689	0.298228	-0.398742	-0.0637611	0.174223	-0.209092	0.128097	0.105139	0.0517415	-0.332288	
