0.438411	-0.535696	-1.11701	0.695027	0.309075	0.990233	1.185	-0.51473	-0.228429	0.392491	
-0.596031	-0.348283	-0.483662	-1.211	0.273327	-0.570714	-0.0804378	-0.51473	-0.673798	-0.815532	
0.196594	-0.536391	-0.478908	-1.29799	-0.305228	-0.579773	0.564397	-0.447784	-0.755139	-0.644928	
-0.596031	-0.698186	-0.763571	-0.332365	0.11479	-0.186675	-0.0914445	-0.318737	0.14685	-0.890831	
0.153646	0.285847	2.32757	0.913235	-0.14437	1.47124	0.947388	0.571732	0.418676	3.43955	
-0.407389	-0.484465	-0.0536588	0.1194	0.0267183	-0.381449	0.486777	-0.431523	3.25784	-0.764171	
0.012256	-0.521457	0.501001	0.107591	-0.341636	0.192251	-0.549046	-0.240545	0.297376	0.453516	
-0.596031	-0.498802	-0.698992	-1.51915	0.389266	-1.1217	-0.633471	-0.489929	-1.22689	-1.09668	
0.152116	-0.180952	0.715472	-1.08219	-0.193913	-1.17556	-0.0805333	0.0691046	0.0291715	0.130751	
-0.184739	0.00652901	-0.345705	0.28251	-0.0781286	-0.611123	1.57833	-0.348266	1.91087	-0.43062	
-0.596031	0.66645	-0.194954	1.54486	1.99802	-1.17173	0.356559	0.0479318	0.408848	0.325813	
-0.596031	0.79338	0.414576	-0.358162	-0.269342	-0.918913	-0.0561323	-0.478771	-1.19534	-0.27898	
0.734244	-0.614226	0.635621	0.566252	3.65646	-0.170869	0.393782	3.07682	0.39139	2.6144	
0.0544114	-0.334115	0.571193	-0.64205	-0.589443	1.46452	0.158343	0.0710815	-0.712464	-0.725158	
-0.596031	-0.203479	0.276467	0.629859	-0.589443	-0.6649	1.05941	0.0707946	-0.690739	-0.412537	
-0.413419	-0.61319	-0.0846081	-0.741273	-0.105427	-0.137445	-0.707581	-0.442091	-0.308864	-0.850455	
-0.596031	-0.367363	-0.220441	0.600863	-0.589443	-0.8646	4.8375	2.75808	1.46628	0.502472	
-0.596031	-0.261028	1.40647	1.89496	-0.589443	-0.164946	-0.10004	1.18848	0.369664	1.05025	
0.461764	-0.581899	-0.488315	0.287625	-0.589443	-0.70319	0.235438	-0.253914	1.10328	0.250916	
-0.219318	-0.653657	-0.908709	-0.907986	-0.589443	-0.527808	0.478134	0.500121	-0.0543676	-0.22826	
-0.173518	-0.0503441	1.62959	2.96036	0.173673	1.46435	0.600951	0.402608	5.52154	1.89112	
-0.0959837	-0.183497	1.07918	1.96093	1.93953	2.43814	2.36974	-0.280439	2.52487	3.62407	
-0.596031	-0.637385	-0.174675	-0.0309185	-0.363758	0.67595	0.227105	-0.382357	0.636576	-0.637992	
-0.306989	0.748218	-0.519163	-1.07702	-0.589443	-0.866136	-0.59441	5.68504	-0.332529	-0.794082	
-0.596031	7.64748	-0.216092	1.09125	0.754056	-0.268489	0.44373	-0.159988	0.894693	-0.0497571	
0.123872	-0.584321	-0.0675658	-1.30157	4.05476	-1.56287	0.0743962	0.77461	0.157196	-0.491204	
-0.596031	0.0107794	-0.365124	-0.167714	-0.118715	-0.106631	-1.02291	-0.360261	0.860683	-0.626364	
