-0.016706	0.0319249	-0.0147232	
-0.00514125	0.00675193	-0.000433827	
0.038083	-0.0530602	0.00727521	
0.081256	-0.0906396	-0.0145739	
-0.0994033	0.205071	-0.107756	
5.46936	-9.29641	3.27961	
-0.32	0.569567	-0.22609	
0.0207366	-0.0407754	0.0198062	
-0.002141	0.00628034	-0.00480546	
-0.118615	0.256489	-0.144294	
0.00764511	-0.00918753	-0.000491805	
-0.0670086	0.0682778	0.0206441	
0.140656	0.105327	-0.374863	
-1.43215	0.316066	1.96549	
0.00650513	-0.0351242	0.0359904	
0.000190589	0.00983235	-0.0134274	
0.004591	-0.00795364	0.00295319	
0.00037259	-0.000911206	0.000593957	
-0.000677078	0.000281264	0.000753444	
0.00398969	-0.00262183	-0.00315371	
0.0117004	-0.0375852	0.0306128	
-0.00956766	0.0462309	-0.0456952	
0.0399022	0.238081	-0.383945	
4.58729	-4.36195	-1.82954	
-0.614305	-0.699499	1.28984	
