20.64	74.95	19.65	3.814	3.311	0.102	0.278	6.18	218.32	1.678	44.32	5.69	1.079	0.164	6.58	34.7	47.76	172.37	66.13	45.38	29.11	20.52	1.419	0.233	1	
21.68	65.88	11.05	5.962	4.83	0.041	0.105	3.61	207.85	1.922	40.44	6.3	1.736	0.154	11.3	40.9	48.13	36.13	55.89	42.82	18.28	20.18	0.9058	0.151	1	
21.57	71.14	28.12	2.53	2.528	0.115	0.131	4.81	173.48	1.633	40.15	6.02	1.908	0.419	4.55	14.4	27.62	284.11	69.55	45.54	36.61	27.54	1.329	0.305	1	
20.32	69.31	16.29	4.255	4.06	0.056	0.139	5.74	211.88	1.821	45.27	7.52	1.905	0.141	13.5	53.3	37.95	32.85	43.02	38.04	16.35	17.29	0.9456	0.129	1	
19.34	63.29	22.75	2.782	3.923	0.109	0.181	5.02	195.86	1.726	35.06	4.88	1.392	0.243	5.73	20.1	52.63	74.09	38.21	30.52	27.84	20.39	1.365	0.259	1	
18.42	57.16	15.42	3.707	3.62	0.085	0.094	6.45	172.13	1.528	43.18	4.39	1.534	0.204	7.52	21.5	73.84	109.23	42.24	49.31	24.72	22.88	1.08	0.21	1	
32.18	88.07	16.42	5.364	4.63	0.074	0.269	3.88	225.57	2.781	42.94	6.44	2.377	0.289	8.22	22.3	38.43	71.24	88.39	50.77	20.22	12.26	1.649	0.196	1	
18.96	73.11	21.64	3.378	5.023	0.033	0.072	5.75	221.12	2.811	34.67	6.26	2.341	0.176	13.3	35.6	50.16	64.13	42.86	41.47	22.79	24.31	0.9375	0.131	1	
18.36	55.14	18.86	2.924	3.22	0.079	0.183	4.27	178.72	1.548	36.17	4.32	1.559	0.223	6.99	19.4	62.48	62.85	34.55	43.25	19.24	18.05	1.066	0.222	1	
19.36	62.16	23.85	2.606	4.81	0.071	0.183	5.61	199.05	1.395	38.12	4.31	1.257	0.329	3.82	13.1	59.52	291.48	30.42	34.43	32.73	13.65	2.398	0.344	1	
21.32	65.43	19.23	3.402	3.84	0.071	0.159	7.62	170.22	1.686	41.65	5.52	1.794	0.292	6.14	18.9	91.63	54.77	43.27	52.04	21.58	19.23	1.122	0.246	1	
21.38	68.47	12.67	5.404	5.02	0.069	0.082	4.29	221.47	1.944	40.69	6.57	1.836	0.083	22	79	63.18	44.85	49.28	48.33	12.04	16.73	0.7197	0.083	1	
21.28	59.38	18.52	3.206	3.732	0.069	0.295	5.27	216.55	2.964	36.18	7.49	2.372	0.151	15.7	49.6	16.77	96.15	54.03	42.75	21.29	19.26	1.105	0.113	1	
13.43	61.62	9.17	6.72	3.011	0.068	0.045	5.04	211.37	1.655	43.15	6.83	1.705	0.169	10.1	40.4	29.62	96.08	43.96	32.82	30.82	23.59	1.306	0.165	1	
25.54	87.33	12.16	7.182	4.771	0.061	0.185	4.93	232.51	3.247	58.66	7.22	3.422	0.108	31.7	66.9	41.26	55.07	83.51	36.22	26.53	35.44	0.7486	0.0594	1	
18.49	77.14	23.11	3.338	2.529	0.084	0.083	6.71	193.5	2.755	39.63	6.14	2.783	0.202	13.8	30.4	25.59	137.3	42.27	30.69	38.09	21.31	1.787	0.127	1	
25.19	69.23	19.73	3.509	4.09	0.045	0.109	6.48	223.18	1.905	52.62	7.31	1.826	0.147	12.4	49.7	50.24	41.61	67.73	54.52	18.05	20.39	0.8852	0.139	1	
16.77	49.18	11.45	4.295	4.338	0.055	0.104	5.83	195.73	2.307	43.57	5.47	1.749	0.211	8.29	25.9	6.39	41.25	48.03	33.24	22.49	21.02	1.07	0.194	1	
24.47	69.02	15.64	4.413	4.39	0.039	0.086	3.61	193.66	1.812	41.77	5.59	1.752	0.102	17.2	54.8	26.61	52.41	48.37	43.19	16.38	16.58	0.9879	0.104	1	
17.28	70.23	10.14	6.926	4.752	0.064	0.138	3.39	197.53	1.738	44.64	6.59	1.807	0.336	5.38	19.6	16.85	164.38	40.72	37.23	21.97	26.28	0.836	0.271	1	
23.58	73.39	18.41	3.986	4.23	0.044	0.073	4.13	220.38	1.749	49.29	6.78	1.809	0.097	19	70	43.16	49.08	57.66	50.31	17.76	20.23	0.8779	0.097	1	
24.58	58.12	14.62	3.975	2.88	0.066	0.122	4.53	200.26	1.758	38.22	4.96	1.415	0.139	10.2	35.7	29.05	51.82	38.87	42.21	31.64	14.25	2.22	0.164	1	
15.89	68.15	11.03	6.179	4.61	0.031	0.158	3.18	186.37	2.304	41.67	4.97	1.908	0.226	8.44	22	28.7	62.17	50.06	36.84	39.84	18.23	2.185	0.192	1	
19.21	72.65	12.55	5.789	4.12	0.078	0.054	4.61	183.17	1.996	28.14	5.66	1.504	0.053	28	110	38.14	62.38	52.18	32.82	18.06	12.93	1.397	0.066	1	
23.71	68.25	12.86	5.307	4.73	0.061	0.093	4.16	204.11	1.622	37.97	5.47	1.891	0.123	15.4	44.5	48.13	33.96	32.63	29.93	17.24	19.53	0.8827	0.115	1	
27.38	66.11	10.98	6.021	3.256	0.078	0.159	3.73	198.93	3.066	45.71	10.63	3.255	0.241	13.5	44.1	40.92	75.14	73.42	32.29	27.9	18.75	1.488	0.129	1	
23.92	77.32	19.03	4.063	3.19	0.094	0.097	3.77	212.05	2.164	51.69	6.35	1.908	0.216	8.83	29.4	82.1	118.5	50.96	31.06	31.38	17.91	1.752	0.185	1	
25.74	84.11	16.42	5.122	3.15	0.056	0.067	5.44	254.82	1.523	31.17	3.63	1.303	0.133	9.8	27.3	11.94	146.27	25.04	20.05	32.81	15.86	2.069	0.17	1	
17.16	73.92	15.07	4.905	3.789	0.069	0.104	4.62	145.88	2.563	37.86	6.26	3.078	0.054	57	120	17.03	63.28	37.88	27.76	26.57	21.17	1.255	0.034	1	
19.33	49.14	19.27	2.55	3.54	0.096	0.155	7.59	174.86	1.609	44.27	5.48	1.488	0.178	8.36	30.8	93.27	71.25	47.85	39.21	25.96	18.61	1.395	0.193	1	
21.54	77.64	19.24	4.035	3.488	0.041	0.058	3.82	201.48	2.448	49.39	6.61	2.054	0.332	6.19	19.9	35.72	184.27	62.09	40.76	31.64	25.09	1.261	0.244	1	
22.16	69.12	18.09	3.821	2.12	0.052	0.065	5.08	220.87	2.896	54.56	6.15	2.035	0.278	7.32	22.1	28.23	91.5	65.57	37.33	33.72	25.22	1.337	0.215	1	
22.43	53.59	15.09	3.551	4.28	0.033	0.186	6.63	239.67	2.466	42.67	7.04	2.455	0.102	24.1	69	35.27	56.54	64.23	26.67	30.72	27.42	1.12	0.0767	1	
18.94	90.54	25.14	3.601	5.122	0.045	0.146	6.37	202.05	1.743	39.35	4.32	2.628	0.102	25.8	42.4	10.57	150.83	43.26	41.25	21.98	25.66	0.8566	0.072	1	
19.33	60.32	17.19	3.509	3.719	0.055	0.054	4.55	192.06	1.857	46.94	5.52	1.957	0.086	23	64	41.08	40.62	53.66	30.55	17.65	20.44	0.8635	0.081	1	
20.59	59.74	14.79	4.039	4.07	0.086	0.152	3.97	195.58	1.664	43.95	5.08	1.487	0.165	9.01	30.8	35.73	57.23	38.22	41.88	16.27	14.71	1.106	0.182	1	
22.11	46.03	9.15	5.03	2.24	0.081	0.164	3.28	209.67	2.357	32.43	6.88	2.455	0.216	11.4	31.9	75	218.25	64.28	26.67	43.65	23.64	1.846	0.15	1	
26.42	71.55	17.26	4.145	3.913	0.065	0.043	7.02	227.04	2.114	46.85	6.03	2.241	0.205	10.9	29.4	13.62	32.54	63.14	58.62	21.45	19.53	1.098	0.155	1	
18.26	67.23	14.03	4.792	3.56	0.092	0.164	5.53	174.29	1.253	41.18	4.77	1.553	0.241	6.44	19.8	53.11	76.92	34.23	41.92	17.55	18.03	0.9734	0.237	1	
22.56	66.17	18.67	3.544	4.18	0.079	0.059	4.72	199.23	1.844	35.83	5.75	2.015	0.089	23	65	39.72	57.23	66.18	29.43	21.74	25.83	0.8417	0.081	1	
22.71	69.28	15.33	4.519	4.53	0.037	0.094	5.02	208.17	2.046	45.05	7.02	1.993	0.089	22	79	58.03	40.27	43.97	43.47	16.88	27.38	0.6165	0.082	1	
24.81	61.87	14.63	4.229	2.85	0.037	0.069	3.79	227.02	2.556	45.01	8.37	2.773	0.143	19.4	58.5	15	116.5	41.02	24.82	31.03	23.42	1.325	0.0935	1	
21.63	62.02	17.28	3.589	4.58	0.062	0.165	5.84	187.96	1.803	48.11	5.62	1.844	0.174	10.6	32.3	61.89	53.09	38.72	46.55	19.47	18.38	1.059	0.159	1	
24.53	61.95	15.03	4.122	3.15	0.103	0.142	3.37	202.35	2.228	46.34	5.38	2.218	0.125	17.7	43	10.59	47.25	71.11	30.54	26.85	26.74	1.004	0.101	1	
21.65	71.37	15.24	4.683	3.487	0.054	0.091	4.42	211.56	1.804	42.71	7.15	2.209	0.124	17.8	57.7	25.08	39.23	49.03	23.74	22.77	29.72	0.7662	0.101	1	
19.58	51.06	16.85	3.03	2.82	0.154	0.055	3.88	200.06	2.221	46.44	4.67	1.883	0.323	5.83	14.5	52.1	230.3	38.98	21.51	42.02	19.14	2.195	0.255	1	
18.79	53.39	12.43	4.295	4.779	0.062	0.121	3.82	190.18	2.985	58.17	6.73	2.829	0.095	30	71	27.29	139.82	32.29	30.66	26.23	23.11	1.135	0.063	1	
13.54	66.84	9.16	7.3	2.218	0.164	0.227	3.45	171.64	2.677	61.65	7.89	2.314	0.266	8.7	29.7	39.06	174.61	38.65	27.54	33.75	18.75	1.8	0.187	1	
20.16	96.12	12.36	7.777	3.72	0.075	0.053	5.47	202.31	2.512	43.19	7.55	2.664	0.151	17.6	50	23.17	65.04	42.18	25.82	21.17	15.19	1.394	0.102	1	
21.74	72.46	14.83	4.886	4.58	0.059	0.083	4.52	215.68	1.597	44.27	6.19	1.896	0.139	13.6	44.5	58.37	38.35	56.72	49.51	15.43	18.77	0.8221	0.128	1	
19.51	55.39	18.46	3.001	3.27	0.072	0.178	4.93	178.55	1.435	45.18	6.14	1.636	0.188	8.7	32.7	69.35	88.12	31.8	30.78	20.53	18.29	1.122	0.187	1	
21.88	58.11	12.32	4.717	7.73	0.084	0.064	3.71	196.37	2.775	37.17	8.17	3.337	0.169	19.7	48.3	10.58	112.25	50.78	35.64	28.39	24.77	1.146	0.092	1	
24.03	62.08	19.33	3.212	5.29	0.069	0.106	4.26	221.89	1.665	32.39	5.76	1.672	0.127	13.2	45.4	24.92	53.19	60.14	50.79	26.38	17.04	1.548	0.132	1	
27.06	89.39	13.68	6.534	5.923	0.044	0.063	5.04	201.14	1.603	40.83	6.72	2.544	0.172	14.8	39.1	42.39	42.29	81.05	44.53	36.03	24.27	1.485	0.119	1	
22.56	60.48	9.16	6.6	4.197	0.042	0.054	3.83	222.37	3.057	49.51	6.45	1.873	0.057	33	110	18.47	95.16	45.67	31.06	25.33	22.47	1.127	0.057	1	
17.26	56.19	15.23	3.689	3.352	0.055	0.103	4.48	214.56	1.923	39.12	4.46	1.941	0.169	11.5	26.4	59.17	129.23	53.72	36.04	33.27	30.12	1.105	0.148	1	
14.86	55.46	20.11	2.758	4.62	0.147	0.185	6.13	172.02	1.623	40.53	5.19	1.366	0.198	6.9	26.2	48.35	73.87	46.03	26.23	20.35	18.23	1.116	0.225	1	
21.07	62.58	15.63	4.004	4.78	0.124	0.193	4.67	202.16	1.681	39.15	4.82	1.391	0.188	7.4	25.6	139.73	86.47	57.96	37.18	26.55	20.51	1.294	0.213	1	
21.48	61.34	12.24	5.011	3.815	0.038	0.061	4.24	193.76	2.648	53.17	6.92	1.987	0.116	17.1	59.7	27.24	62.43	40.71	39.76	29.78	31.26	0.9527	0.105	1	
29.79	70.51	9.11	7.74	5.53	0.058	0.238	3.13	205.33	2.496	34.48	6.34	2.311	0.086	27	74	48.37	103.32	76.06	42.13	32.06	16.87	1.9	0.069	1	
19.98	96.27	12.74	7.557	3.143	0.127	0.166	3.11	201.98	2.657	49.93	6.39	1.658	0.183	9.06	34.9	36.22	95.26	43.25	30.95	30.59	18.65	1.64	0.181	1	
26.64	68.51	20.44	3.352	3.56	0.062	0.115	3.92	255.58	3.825	39.55	8.47	2.792	0.166	16.8	51	46.32	50.39	55.06	43.54	19.58	22.76	0.8603	0.106	1	
14.71	64.22	12.74	5.041	3.11	0.071	0.074	4.55	206.92	2.931	56.42	5.82	1.873	0.143	13.1	40.7	36.24	36.75	47.22	33.04	29.76	29.63	1.004	0.132	1	
18.12	67.59	12.75	5.301	3.008	0.156	0.091	4.03	205.15	2.138	41.67	6.98	1.827	0.202	9.04	34.6	21.56	225.37	39.18	21.42	24.84	16.25	1.529	0.181	1	
25.98	91.08	20.17	4.516	3.06	0.051	0.082	5.34	174.97	2.695	47.91	6.23	2.551	0.219	11.6	28.4	18.53	89	40.32	24.76	22.1	19.18	1.15	0.147	1	
19.28	60.73	18.71	3.246	4.18	0.055	0.093	5.24	202.58	1.622	38.19	8.12	1.915	0.163	11.7	49.8	29.32	35.66	49.95	47.86	16.87	18.65	0.9046	0.145	1	
21.17	65.98	16.37	4.031	4.117	0.066	0.129	5.02	227.18	1.553	36.73	4.42	1.498	0.155	9.66	28.5	59.18	65.24	68.73	43.16	21.85	28.14	0.7765	0.171	1	
20.43	77.02	20.16	3.82	3.115	0.084	0.103	7.73	229.73	1.947	41.67	7.96	2.128	0.198	10.7	40.2	20.81	154.51	47.78	30.92	38.42	34.26	1.121	0.157	1	
25.35	67.42	17.33	3.89	4.56	0.088	0.139	4.23	188.23	1.676	45.12	5.96	2.048	0.119	17.2	50.1	41.75	49.12	45.93	47.29	18.94	29.51	0.6418	0.104	1	
20.59	62.12	18.56	3.347	3.92	0.068	0.154	3.97	222.16	1.664	39.17	5.48	1.733	0.065	27	84	44.78	37.42	52.78	47.35	22.17	23.38	0.9482	0.07	1	
19.83	86.63	22.34	3.878	5.13	0.053	0.105	3.92	216.57	2.572	40.46	6.56	1.903	0.158	12	41.5	22.1	126.3	55.38	27.19	28.17	26.77	1.052	0.142	1	
21.19	65.09	18.06	3.604	3.29	0.081	0.039	5.32	220.84	1.924	41.06	5.93	1.931	0.267	7.23	22.2	54.52	58.34	60.35	37.67	25.08	25.11	0.9988	0.217	1	
19.37	63.02	12.87	4.897	3.87	0.055	0.086	4.48	191.57	1.835	39.85	6.34	1.792	0.137	13.1	46.3	67.25	43.86	48.14	45.81	13.24	23.35	0.567	0.133	1	
18.73	66.53	21.47	3.099	2.64	0.025	0.288	3.88	186.81	2.422	38.75	6.79	1.729	0.093	19	73	14.66	63.38	34.43	31.75	33.61	23.28	1.444	0.097	1	
24.71	70.64	21.91	3.224	2.61	0.069	0.058	5.47	206.62	2.118	47.04	4.53	1.238	0.272	4.55	16.7	35.29	112.5	62.04	42.24	41.16	17.88	2.302	0.305	1	
22.15	63.19	15.03	4.204	2.478	0.103	0.204	5.08	195.14	1.524	37.74	4.62	1.318	0.105	12.6	44	143.28	318.23	59.18	37.55	42.13	23.59	1.786	0.137	1	
25.16	79.35	15.05	5.272	4.94	0.026	0.104	6.05	228.57	2.193	54.16	7.66	2.238	0.105	21.3	73	47.92	38.64	50.41	47.95	15.83	18.39	0.8608	0.0858	1	
24.17	121.16	12.53	9.67	4.593	0.061	0.093	4.97	234.74	2.388	43.84	5.72	2.505	0.082	31	70	24.54	150.17	39.11	30.34	34.11	27.51	1.24	0.061	1	
22.57	69.23	16.45	4.209	4.42	0.053	0.094	5.16	203.75	1.923	51.73	6.27	1.903	0.158	12	39.7	45.53	69.24	42.38	47.33	16.06	19.23	0.8352	0.142	1	
22.61	64.38	15.53	4.146	4.56	0.067	0.063	5.09	218.86	1.872	55.67	7.59	2.056	0.095	22	80	65.14	45.19	43.54	35.47	16.48	18.41	0.8952	0.085	1	
17.49	55.08	19.61	2.809	4.08	0.084	0.218	3.79	176.12	1.127	33.18	3.68	1.142	0.208	5.49	17.7	72.18	66.81	49.24	33.82	24.19	20.69	1.169	0.267	1	
21.08	52.84	22.53	2.345	4.35	0.058	0.174	6.68	192.66	1.523	40.65	5.35	1.388	0.27	5.1	20	93.07	81.75	58.73	51.66	25.77	23.72	1.086	0.28	1	
25.03	73.22	18.94	3.866	4.62	0.034	0.084	4.67	216.18	1.895	39.07	6.88	1.947	0.121	16.1	56.9	38.34	22.64	45.31	50.16	19.59	18.39	1.065	0.111	1	
17.22	54.06	11.16	4.844	3.75	0.078	0.087	4.18	173.65	1.775	43.11	4.18	1.524	0.173	8.81	24.2	71.49	104.55	38.22	41.87	18.52	17.33	1.069	0.185	1	
17.03	58.11	19.89	2.922	4.38	0.078	0.166	5.82	184.21	1.609	35.17	5.46	1.635	0.238	6.87	22.9	82.97	69.03	51.28	40.92	20.37	18.49	1.102	0.225	1	
21.47	64.05	20.16	3.177	3.397	0.102	0.122	4.03	184.72	1.932	42.55	5.18	1.809	0.174	10.4	29.8	63.09	92.47	72.54	36.45	25.63	19.98	1.283	0.161	1	
27.92	58.67	15.69	3.739	5.02	0.066	0.103	6.26	201.58	2.065	51.66	7.16	2.155	0.103	20.9	69.5	31.55	33.29	62.75	55.58	18.05	19.07	0.9465	0.0873	1	
14.93	37.22	7.58	4.91	3.035	0.045	0.055	4.31	163.31	1.572	56.85	4.36	2.045	0.156	13.1	27.9	24.88	148.65	41.63	29.91	34.79	23.71	1.467	0.132	1	
17.11	56.08	21.39	2.622	3.224	0.073	0.108	6.92	223.56	1.784	29.97	5.23	1.931	0.209	9.24	25	69.48	109.77	61.06	30.95	25.39	22.64	1.121	0.178	1	
22.57	62.04	17.09	3.63	2.43	0.034	0.098	3.53	237.14	2.281	47.91	7.84	2.569	0.194	13.2	40.4	40.11	37.64	53.38	47.75	16.04	21.25	0.7548	0.131	1	
17.27	57.89	15.35	3.771	3.814	0.057	0.202	6.07	207.23	2.597	40.82	5.87	2.419	0.358	6.76	16.4	24.55	63.57	41.74	30.94	28.45	20.52	1.386	0.228	1	
18.38	55.23	19.39	2.848	3.73	0.062	0.187	6.22	179.46	1.668	46.98	5.19	1.611	0.184	8.76	28.2	47.38	53.65	39.66	45.23	18.25	16.74	1.09	0.186	1	
17.62	54.19	17.91	3.026	1.81	0.073	0.082	3.07	188.54	2.733	37.86	7.38	2.551	0.145	17.6	50.9	65.09	81.15	39.43	34.94	48.42	17.22	2.812	0.102	1	
19.74	59.38	17.64	3.366	3.85	0.084	0.181	5.02	190.26	1.267	37.58	4.48	1.813	0.204	8.89	22	91.83	92.16	57.16	51.28	22.42	22.93	0.9778	0.184	1	
19.43	62.54	18.81	3.325	3.85	0.067	0.108	5.09	219.21	1.937	48.59	6.88	2.023	0.091	22	76	33.17	25.53	44.94	48.18	18.47	22.82	0.8094	0.083	1	
32.84	62.94	22.79	2.762	3.21	0.068	0.124	6.63	251.66	2.437	48.95	7.99	2.014	0.214	9.41	37.3	16.37	45.8	26.72	48.61	30.44	21.16	1.439	0.175	1	
15.88	62.77	19.76	3.177	4.211	0.057	0.078	7.15	214.62	1.356	45.94	4.27	1.725	0.149	11.6	28.7	33.65	129.14	29.69	20.05	21.17	29.93	0.7073	0.147	1	
23.29	84.32	22.14	3.808	2.13	0.085	0.071	4.46	236.93	3.312	44.27	5.75	1.948	0.254	7.67	22.6	133.6	148.57	63.12	43.25	46.28	20.16	2.296	0.207	1	
16.57	70.44	15.14	4.653	2.945	0.123	0.069	4.15	179.66	2.117	41.27	6.62	1.904	0.176	10.8	37.6	25.88	126.04	38.27	22.17	37.36	17.48	2.137	0.156	1	
21.14	70.51	14.86	4.745	4.72	0.033	0.102	4.82	198.25	1.952	43.08	6.75	2.193	0.147	14.9	45.9	33.83	35.75	49.19	48.91	17.23	20.56	0.838	0.118	1	
21.37	59.78	18.34	3.26	4.35	0.093	0.149	5.78	182.16	1.528	43.62	5.04	1.769	0.292	6.06	17.3	124.07	56.17	51.49	42.36	23.43	18.72	1.252	0.248	1	
16.37	63.79	17.33	3.681	2.529	0.081	0.072	4.83	141.31	2.511	46.12	6.48	2.092	0.187	11.2	34.7	44.13	252.8	35.15	50.11	41.56	16.22	2.562	0.152	1	
19.35	50.19	19.08	2.631	2.549	0.077	0.247	4.02	187.48	1.713	41.07	6.35	1.605	0.168	9.55	37.8	76.12	184.47	50.24	39.87	47.91	33.08	1.448	0.173	1	
22.28	83.15	17.38	4.784	4.179	0.059	0.107	4.42	189.42	2.652	39.19	6.85	2.285	0.262	8.72	26.1	18.75	64.11	46.54	37.68	29.38	25.85	1.137	0.187	1	
22.09	59.73	17.67	3.38	4.42	0.067	0.132	4.96	192.15	1.992	44.57	5.71	1.922	0.105	18.3	54.4	41.84	44.09	43.96	38.54	20.19	22.62	0.8926	0.0985	1	
26.19	72.43	14.56	4.975	5.16	0.037	0.103	4.52	217.68	1.907	46.14	7.87	1.824	0.122	15	64.5	56.59	51.76	52.06	48.87	15.71	24.08	0.6524	0.118	1	
20.76	59.47	17.32	3.434	3.993	0.065	0.092	3.22	208.45	1.122	31.75	4.92	1.892	0.087	22	57	35.67	32.16	49.32	45.11	23.88	19.33	1.235	0.084	1	
29.38	54.03	18.29	2.954	3.448	0.072	0.231	4.46	215.11	2.694	45.12	8.93	3.662	0.068	54	130	14.33	84.83	69.11	34.62	30.74	16.25	1.892	0.036	1	
15.87	60.33	22.04	2.737	2.855	0.097	0.195	3.92	193.82	1.673	41.22	5.41	1.515	0.186	8.15	29.1	59.62	85.27	39.91	22.48	29.44	23.46	1.255	0.197	1	
28.04	69.12	17.52	3.945	4.329	0.082	0.127	3.68	214.21	2.553	45.11	6.44	2.413	0.116	20.8	55.5	33.05	53.11	92.93	38.11	19.06	24.77	0.7695	0.0877	1	
18.53	55.07	16.52	3.334	3.02	0.091	0.211	3.91	201.37	1.662	37.28	5.39	1.354	0.172	7.87	31.3	45.68	168.33	35.85	32.86	27.96	10.85	2.577	0.203	1	
23.67	58.64	15.23	3.85	3.332	0.099	0.133	3.28	195.66	1.805	39.34	5.67	1.782	0.102	17.5	55.6	63.07	44.72	69.11	49.21	10.32	17.22	0.5993	0.103	1	
18.67	79.24	24.51	3.233	4.239	0.085	0.079	7.15	226.27	2.011	60.74	5.85	1.407	0.654	2.15	8.94	35.12	137.14	24.63	28.19	30.27	26.65	1.136	0.482	1	
23.77	48.57	10.85	4.476	2.41	0.062	0.048	3.31	242.87	2.844	42.64	7.85	2.449	0.169	14.5	46.4	56.47	102	46.05	26.03	26.37	17.08	1.544	0.121	1	
