18.57	52.84	19.87	2.659	3.87	0.075	0.143	4.92	191.18	2.348	47.56	7.15	1.987	0.223	8.91	32.1	69.28	39.07	69.17	44.62	21.06	18.37	1.146	0.183	1	
23.04	69.14	19.23	3.595	3.523	0.126	0.155	5.61	178.89	1.916	39.94	5.87	1.695	0.214	7.92	27.4	46.49	148.92	72.14	58.06	33.11	26.82	1.235	0.202	1	
13.47	44.61	18.06	2.47	3.017	0.066	0.112	5.56	181.85	1.385	33.98	4.78	1.379	0.155	8.9	30.8	81.25	98.82	57.28	27.92	25.85	22.15	1.167	0.184	1	
27.59	104.93	8.04	13.1	5.732	0.044	0.083	3.51	189.19	3.135	49.17	8.72	3.229	0.174	18.6	50.1	30.87	88.54	53.19	39.72	35.94	16.59	2.166	0.0973	1	
19.92	57.81	21.24	2.722	4.12	0.081	0.129	5.74	193.23	1.566	36.18	5.28	1.705	0.152	11.2	34.7	63.39	67.05	47.15	43.25	19.07	16.92	1.127	0.151	1	
27.53	60.64	19.58	3.097	3.194	0.072	0.248	4.38	200.37	2.436	41.07	6.07	2.639	0.553	4.77	11	22.38	88.41	63.03	40.91	25.92	29.51	0.8783	0.295	1	
17.09	53.12	20.39	2.605	3.14	0.052	0.237	4.53	171.03	2.498	46.69	6.57	1.819	0.227	8.01	28.9	88.14	107.54	35.68	31.26	36.64	23.67	1.548	0.2	1	
22.13	61.34	23.06	2.66	5.39	0.061	0.239	4.83	198.74	2.014	38.63	6.19	1.625	0.242	6.71	25.6	47.39	87.55	44.09	49.19	42.84	12.98	3.3	0.229	1	
21.79	68.17	15.97	4.269	5.55	0.097	0.197	3.44	173.08	2.882	42.18	5.66	2.412	0.235	10.3	24.1	27.35	53.25	38.92	33.79	18.67	24.38	0.7658	0.163	1	
26.43	75.53	16.74	4.512	4.77	0.032	0.088	5.75	212.54	1.731	45.83	6.55	1.806	0.128	14.1	51.2	65.06	51.65	63.29	56.05	20.59	19.88	1.036	0.124	1	
20.55	61.08	14.72	4.149	3.116	0.037	0.165	4.39	224.86	3.136	42.27	7.96	3.144	0.095	33	84	19.09	42.12	46.71	36.38	20.37	15.38	1.324	0.057	1	
15.57	54.06	23.07	2.343	3.91	0.095	0.257	5.74	188.23	1.384	52.42	4.37	1.692	0.185	9.15	23.6	65.39	69.13	48.04	35.34	29.07	18.37	1.582	0.179	1	
19.81	70.92	17.62	4.025	4.69	0.064	0.051	3.43	190.75	2.198	41.18	5.57	1.794	0.168	10.7	33.2	36.29	65.19	65.03	30.91	15.06	23.19	0.6494	0.158	1	
17.78	56.34	14.66	3.843	4.085	0.057	0.115	3.15	164.95	1.856	39.72	7.16	1.822	0.213	8.55	33.6	36.49	32.11	35.16	24.16	37.93	30.19	1.256	0.19	1	
28.3	74.22	12.09	6.139	5.38	0.058	0.083	5.04	196.04	2.032	53.08	6.62	2.172	0.106	20.5	62.5	44.02	32.17	41.24	40.16	17.39	21.35	0.8145	0.0889	1	
19.31	53.07	14.49	3.663	3.88	0.125	0.165	5.59	188.06	1.607	52.11	4.67	1.508	0.189	7.98	24.7	97.23	108.12	44.56	42.15	22.54	21.28	1.059	0.2	1	
29.84	41.37	9.64	4.29	2.772	0.053	0.113	4.67	211.69	1.815	42.06	4.38	1.954	0.512	3.82	8.55	53.97	82.45	64.77	42.54	27.61	25.73	1.073	0.344	1	
23.62	66.23	16.48	4.019	4.337	0.052	0.114	5.96	208.54	2.839	50.94	6.29	2.544	0.104	24.5	60.5	11.82	59.03	57.03	36.11	31.19	23.62	1.32	0.0756	1	
19.42	74.19	17.37	4.271	4.382	0.062	0.063	4.89	218.54	1.951	43.39	5.68	1.895	0.157	12.1	36.2	29.19	45.88	45.12	31.85	20.16	24.83	0.8119	0.142	1	
29.06	71.94	17.29	4.161	5.03	0.059	0.137	5.84	216.94	1.928	34.93	7.55	2.028	0.211	9.61	35.8	45.96	52.73	39.25	47.48	16.81	19.72	0.8524	0.172	1	
23.49	59.16	10.84	5.458	4.657	0.047	0.074	6.74	261.44	1.459	50.06	4.52	1.803	0.185	9.75	24.4	21.64	132.52	43.61	23.32	26.71	34.28	0.7792	0.17	1	
29.38	81.16	20.92	3.88	6.49	0.026	0.073	4.82	229.38	2.342	48.16	8.64	2.243	0.206	10.9	41.9	18.53	99	60.58	32.12	25.43	28.91	0.8796	0.155	1	
24.38	71.09	18.34	3.876	4.39	0.068	0.076	4.14	210.91	1.826	48.35	7.04	1.895	0.097	20	73	54.29	45.81	63.28	60.12	16.34	18.33	0.8914	0.093	1	
19.88	62.98	16.34	3.854	4.21	0.074	0.067	5.65	196.07	2.163	50.34	7.43	2.318	0.144	16.1	51.6	35.06	31.65	37.36	38.12	19.33	20.51	0.9425	0.111	1	
14.11	109.61	10.04	10.92	3.089	0.058	0.087	4.22	195.75	2.321	46.05	8.92	2.055	0.165	12.5	54.1	17.26	71.62	41.15	29.83	21.85	22.27	0.9811	0.138	1	
16.44	51.54	15.28	3.373	3.27	0.082	0.133	4.69	172.15	1.292	34.94	4.22	1.319	0.238	5.54	17.7	82.76	83.75	31.23	43.64	18.03	19.61	0.9194	0.265	1	
17.64	55.48	18.36	3.022	3.41	0.075	0.149	4.57	186.38	1.443	31.45	4.81	1.285	0.235	5.47	20.5	76.37	87.27	53.85	42.77	21.09	19.63	1.074	0.268	1	
19.67	58.85	18.35	3.207	3.47	0.115	0.127	6.04	183.25	1.358	41.95	4.43	1.559	0.126	12.4	35.2	89.47	94.28	53.25	46.62	25.14	20.28	1.24	0.139	1	
18.95	58.92	15.13	3.894	3.244	0.075	0.094	6.49	213.04	3.073	42.34	7.77	2.815	0.103	27.3	75.4	19.27	54.65	50.59	32.81	21.45	23.32	0.9198	0.0682	1	
21.36	65.38	27.82	2.35	3.375	0.088	0.163	3.58	193.41	1.686	37.83	6.91	1.844	0.233	7.91	29.7	38.06	124.78	61.43	48.53	29.35	24.09	1.218	0.202	1	
15.94	37.91	9.87	3.84	2.813	0.058	0.071	6.21	159.07	2.507	63.75	5.19	1.915	0.492	3.89	10.5	18.39	120.18	45.57	37.16	30.11	18.05	1.668	0.339	1	
21.95	54.73	16.48	3.321	3.12	0.044	0.204	4.31	221.51	1.623	43.15	4.83	1.655	0.147	11.3	32.9	30.66	149.15	34.17	29.58	27.58	22.03	1.252	0.151	1	
26.24	59.42	7.68	7.74	4.498	0.051	0.177	5.86	191.86	2.722	48.14	7.66	3.338	0.237	14.1	32.3	28.19	46.61	51.75	30.99	31.78	20.04	1.586	0.124	1	
